file	publication	publication_name	author	genre	tagline	url	year	words	why_known_human
hollymathnerd__2021__01.txt	hollymathnerd	Holly’s Substack	Holly MathNerd		math lessons, creativity, deafness, drawing, non-Woke culture war takes, PTSD, personal reflections	https://hollymathnerd.substack.com/p/on-default-settings-and-the-real	2021	2780	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
hollymathnerd__2021__02.txt	hollymathnerd	Holly’s Substack	Holly MathNerd		math lessons, creativity, deafness, drawing, non-Woke culture war takes, PTSD, personal reflections	https://hollymathnerd.substack.com/p/introducing-the-stoic-2022-challenge	2021	824	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
hollymathnerd__2021__03.txt	hollymathnerd	Holly’s Substack	Holly MathNerd		math lessons, creativity, deafness, drawing, non-Woke culture war takes, PTSD, personal reflections	https://hollymathnerd.substack.com/p/on-student-loans	2021	2124	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
hollymathnerd__2021__04.txt	hollymathnerd	Holly’s Substack	Holly MathNerd		math lessons, creativity, deafness, drawing, non-Woke culture war takes, PTSD, personal reflections	https://hollymathnerd.substack.com/p/on-deliberately-choosing-habits	2021	1003	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
hollymathnerd__2021__05.txt	hollymathnerd	Holly’s Substack	Holly MathNerd		math lessons, creativity, deafness, drawing, non-Woke culture war takes, PTSD, personal reflections	https://hollymathnerd.substack.com/p/a-teaser-for-my-untitled-novella	2021	401	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
hollymathnerd__2021__06.txt	hollymathnerd	Holly’s Substack	Holly MathNerd		math lessons, creativity, deafness, drawing, non-Woke culture war takes, PTSD, personal reflections	https://hollymathnerd.substack.com/p/on-international-mens-day	2021	1158	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
hollymathnerd__2021__07.txt	hollymathnerd	Holly’s Substack	Holly MathNerd		math lessons, creativity, deafness, drawing, non-Woke culture war takes, PTSD, personal reflections	https://hollymathnerd.substack.com/p/on-upward-mobility	2021	2899	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
hollymathnerd__2021__08.txt	hollymathnerd	Holly’s Substack	Holly MathNerd		math lessons, creativity, deafness, drawing, non-Woke culture war takes, PTSD, personal reflections	https://hollymathnerd.substack.com/p/how-to-game-the-implicit-association	2021	479	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
someunpleasant__2021__01.txt	someunpleasant	Some Unpleasant Arithmetic	Maia Mindel		A not-so-dismal substack about the dismal science	https://someunpleasant.substack.com/p/location-location-location	2021	1061	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
someunpleasant__2021__02.txt	someunpleasant	Some Unpleasant Arithmetic	Maia Mindel		A not-so-dismal substack about the dismal science	https://someunpleasant.substack.com/p/inflation-versus-unemployment	2021	3038	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
someunpleasant__2021__03.txt	someunpleasant	Some Unpleasant Arithmetic	Maia Mindel		A not-so-dismal substack about the dismal science	https://someunpleasant.substack.com/p/unproductivity	2021	3617	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
someunpleasant__2021__04.txt	someunpleasant	Some Unpleasant Arithmetic	Maia Mindel		A not-so-dismal substack about the dismal science	https://someunpleasant.substack.com/p/inflation	2021	4519	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
someunpleasant__2021__05.txt	someunpleasant	Some Unpleasant Arithmetic	Maia Mindel		A not-so-dismal substack about the dismal science	https://someunpleasant.substack.com/p/how-many-people-are-actually-poor	2021	2951	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
someunpleasant__2021__06.txt	someunpleasant	Some Unpleasant Arithmetic	Maia Mindel		A not-so-dismal substack about the dismal science	https://someunpleasant.substack.com/p/some-thoughts-conventional-wisdom	2021	1081	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
someunpleasant__2021__07.txt	someunpleasant	Some Unpleasant Arithmetic	Maia Mindel		A not-so-dismal substack about the dismal science	https://someunpleasant.substack.com/p/running-a-tight-ship	2021	4402	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
someunpleasant__2021__08.txt	someunpleasant	Some Unpleasant Arithmetic	Maia Mindel		A not-so-dismal substack about the dismal science	https://someunpleasant.substack.com/p/why-did-the-great-depression-happen	2021	4041	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
21hats__2021__01.txt	21hats	The 21 Hats Morning Report	Loren Feldman		We scour the web to find the most important news of the day for business owners, highlighting examples of owners confronting challenges and seizing opportunitie	https://21hats.substack.com/p/what-we-learned-this-year	2021	4717	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
21hats__2021__02.txt	21hats	The 21 Hats Morning Report	Loren Feldman		We scour the web to find the most important news of the day for business owners, highlighting examples of owners confronting challenges and seizing opportunitie	https://21hats.substack.com/p/dirty-soda-takes-off	2021	2098	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
21hats__2021__03.txt	21hats	The 21 Hats Morning Report	Loren Feldman		We scour the web to find the most important news of the day for business owners, highlighting examples of owners confronting challenges and seizing opportunitie	https://21hats.substack.com/p/even-ceos-are-joining-the-great-resignation	2021	2012	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
21hats__2021__04.txt	21hats	The 21 Hats Morning Report	Loren Feldman		We scour the web to find the most important news of the day for business owners, highlighting examples of owners confronting challenges and seizing opportunitie	https://21hats.substack.com/p/leverage-continues-to-shift-toward	2021	1768	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
21hats__2021__05.txt	21hats	The 21 Hats Morning Report	Loren Feldman		We scour the web to find the most important news of the day for business owners, highlighting examples of owners confronting challenges and seizing opportunitie	https://21hats.substack.com/p/the-hiring-process-has-changed	2021	2433	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
21hats__2021__06.txt	21hats	The 21 Hats Morning Report	Loren Feldman		We scour the web to find the most important news of the day for business owners, highlighting examples of owners confronting challenges and seizing opportunitie	https://21hats.substack.com/p/a-bottleneck-recession	2021	2127	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
21hats__2021__07.txt	21hats	The 21 Hats Morning Report	Loren Feldman		We scour the web to find the most important news of the day for business owners, highlighting examples of owners confronting challenges and seizing opportunitie	https://21hats.substack.com/p/paying-the-toll-on-amazon	2021	2065	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
21hats__2021__08.txt	21hats	The 21 Hats Morning Report	Loren Feldman		We scour the web to find the most important news of the day for business owners, highlighting examples of owners confronting challenges and seizing opportunitie	https://21hats.substack.com/p/finding-ways-to-cope	2021	2194	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
paulkingsnorth__2021__01.txt	paulkingsnorth	The Abbey of Misrule	Paul Kingsnorth		Do not be conformed to this world	https://paulkingsnorth.substack.com/p/the-vaccine-moment-part-three	2021	4848	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
paulkingsnorth__2021__02.txt	paulkingsnorth	The Abbey of Misrule	Paul Kingsnorth		Do not be conformed to this world	https://paulkingsnorth.substack.com/p/the-vaccine-moment-part-two	2021	3890	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
paulkingsnorth__2021__03.txt	paulkingsnorth	The Abbey of Misrule	Paul Kingsnorth		Do not be conformed to this world	https://paulkingsnorth.substack.com/p/the-vaccine-moment-part-one	2021	4204	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
paulkingsnorth__2021__04.txt	paulkingsnorth	The Abbey of Misrule	Paul Kingsnorth		Do not be conformed to this world	https://paulkingsnorth.substack.com/p/intermission-from-the-library	2021	894	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
paulkingsnorth__2021__05.txt	paulkingsnorth	The Abbey of Misrule	Paul Kingsnorth		Do not be conformed to this world	https://paulkingsnorth.substack.com/p/intermission-the-machine-stops	2021	2435	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
paulkingsnorth__2021__06.txt	paulkingsnorth	The Abbey of Misrule	Paul Kingsnorth		Do not be conformed to this world	https://paulkingsnorth.substack.com/p/end-of-part-one	2021	963	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
paulkingsnorth__2021__07.txt	paulkingsnorth	The Abbey of Misrule	Paul Kingsnorth		Do not be conformed to this world	https://paulkingsnorth.substack.com/p/want-is-the-acid	2021	4157	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
paulkingsnorth__2021__08.txt	paulkingsnorth	The Abbey of Misrule	Paul Kingsnorth		Do not be conformed to this world	https://paulkingsnorth.substack.com/p/do-what-thou-wilt	2021	3623	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
mindsetshifts__2021__01.txt	mindsetshifts	Mindset Shifts—Essays by Barry Brownstein	Barry Brownstein		Awareness of your mindset is the portal to change	https://mindsetshifts.substack.com/p/the-live-free-or-die-state-points	2021	1294	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
mindsetshifts__2021__02.txt	mindsetshifts	Mindset Shifts—Essays by Barry Brownstein	Barry Brownstein		Awareness of your mindset is the portal to change	https://mindsetshifts.substack.com/p/between-stimulus-and-response-is	2021	763	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
mindsetshifts__2021__03.txt	mindsetshifts	Mindset Shifts—Essays by Barry Brownstein	Barry Brownstein		Awareness of your mindset is the portal to change	https://mindsetshifts.substack.com/p/are-we-near-the-end-of-the-road-to-665	2021	2792	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
mindsetshifts__2021__04.txt	mindsetshifts	Mindset Shifts—Essays by Barry Brownstein	Barry Brownstein		Awareness of your mindset is the portal to change	https://mindsetshifts.substack.com/p/the-power-of-kindness	2021	1071	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
mindsetshifts__2021__05.txt	mindsetshifts	Mindset Shifts—Essays by Barry Brownstein	Barry Brownstein		Awareness of your mindset is the portal to change	https://mindsetshifts.substack.com/p/transforming-our-ingratitude-into	2021	1862	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
mindsetshifts__2021__06.txt	mindsetshifts	Mindset Shifts—Essays by Barry Brownstein	Barry Brownstein		Awareness of your mindset is the portal to change	https://mindsetshifts.substack.com/p/touched-by-the-freedom-lovers-in	2021	415	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
